date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,station,city
2015-01-20,2.8,0.6,4.4,-7.8,-0.6,-31.7,11.7,1985,1954,0.01,0.06,0.99,KMDW,Chicago
2015-01-21,1.1,-0.6,2.2,-7.8,-0.6,-27.2,13.9,1984,1934,0,0.06,0.96,KMDW,Chicago
2015-01-22,0,-1.1,1.1,-7.8,-0.6,-27.2,14.4,1936,1964,0,0.06,1.33,KMDW,Chicago
2015-01-23,0,-1.1,1.1,-7.8,-0.6,-28.3,15,1936,1967,0,0.06,0.73,KMDW,Chicago
2015-01-24,3.9,0,7.2,-7.8,-0.6,-26.7,18.3,1936,1967,0,0.05,0.73,KMDW,Chicago
2015-01-25,0,-3.3,3.3,-7.8,0,-23.3,19.4,1936,1950,0.06,0.06,1.3,KMDW,Chicago
2015-01-26,-3.9,-6.1,-1.7,-7.8,0,-23.3,16.7,1936,1944,0.04,0.06,1.66,KMDW,Chicago
2015-01-27,-1.7,-4.4,0.6,-7.8,0,-23.3,16.1,1955,2002,0,0.06,0.74,KMDW,Chicago
2015-01-28,-1.1,-4.4,2.2,-7.8,0,-25,12.8,1977,1970,0.03,0.05,0.52,KMDW,Chicago
2015-01-29,1.7,-0.6,3.9,-7.8,0,-26.7,16.1,1966,2013,0,0.06,0.99,KMDW,Chicago
2015-01-30,-2.2,-5,0,-7.8,0,-26.1,12.8,1966,1988,0,0.05,1.25,KMDW,Chicago
2015-01-31,-0.6,-5,3.9,-7.2,0,-22.8,19.4,1996,1989,0.13,0.06,0.7,KMDW,Chicago
2015-02-01,-2.8,-6.1,0.6,-7.2,0,-22.8,13.3,1951,1968,0.12,0.05,0.95,KMDW,Chicago
2015-02-02,-8.9,-12.8,-5.6,-7.2,0,-26.1,10.6,1951,1992,0,0.06,1.22,KMDW,Chicago
2015-02-03,-7.2,-13.3,-1.1,-7.2,0.6,-27.2,15.6,1996,1992,0.05,0.06,0.43,KMDW,Chicago
2015-02-04,-6.1,-11.1,-1.1,-7.2,0.6,-24.4,12.2,1996,1993,0,0.05,0.69,KMDW,Chicago
2015-02-05,-12.2,-16.1,-8.3,-7.2,0.6,-27.2,13.3,1979,1946,0,0.06,0.68,KMDW,Chicago
2015-02-06,-4.4,-9.4,0,-6.7,0.6,-24.4,13.3,1982,1938,0,0.05,1.96,KMDW,Chicago
2015-02-07,1.7,-3.9,6.7,-6.7,0.6,-20.6,15,1972,2009,0,0.06,0.67,KMDW,Chicago
2015-02-08,2.8,-0.6,5.6,-6.7,1.1,-24.4,16.1,1933,1990,0,0.07,0.81,KMDW,Chicago
2015-02-09,-1.7,-3.3,-0.6,-6.7,1.1,-28.9,13.9,1933,1999,0,0.06,0.77,KMDW,Chicago
2015-02-10,-1.7,-3.9,0.6,-6.7,1.1,-24.4,16.7,1982,2009,0,0.06,0.98,KMDW,Chicago
2015-02-11,-1.1,-6.1,3.3,-6.1,1.7,-22.2,21.7,1955,1999,0,0.07,0.82,KMDW,Chicago
2015-02-12,-8.9,-11.7,-6.1,-6.1,1.7,-23.3,16.1,1981,1984,0,0.07,0.5,KMDW,Chicago
2015-02-13,-7.8,-13.9,-1.7,-6.1,1.7,-20.6,17.2,1988,1938,0,0.07,0.78,KMDW,Chicago
2015-02-14,-8.3,-15.6,-1.7,-6.1,1.7,-20.6,16.7,1936,1954,0,0.06,0.94,KMDW,Chicago
2015-02-15,-12.8,-17.8,-8.3,-5.6,2.2,-21.1,20.6,1936,1954,0,0.07,0.78,KMDW,Chicago
2015-02-16,-10,-13.3,-7.2,-5.6,2.2,-21.7,11.7,1958,1981,0,0.07,0.75,KMDW,Chicago
2015-02-17,-8.3,-11.7,-5.6,-5.6,2.2,-23.3,14.4,1936,2011,0,0.07,0.84,KMDW,Chicago
2015-02-18,-14.4,-17.8,-11.7,-5,2.8,-26.7,16.7,1936,1961,0,0.07,0.84,KMDW,Chicago
2015-02-19,-17.2,-20.6,-13.9,-5,2.8,-22.2,18.3,1936,1930,0,0.07,0.78,KMDW,Chicago
2015-02-20,-12.2,-18.3,-6.7,-5,2.8,-22.8,18.3,1929,1983,0,0.08,1.35,KMDW,Chicago
2015-02-21,-3.3,-7.2,0.6,-5,3.3,-21.1,18.9,1963,1930,0,0.07,3.25,KMDW,Chicago
2015-02-22,-7.2,-13.9,-1.1,-4.4,3.3,-21.7,17.2,1963,1984,0,0.08,1.4,KMDW,Chicago
2015-02-23,-13.3,-17.8,-9.4,-4.4,3.9,-17.8,18.9,1939,2000,0,0.09,0.9,KMDW,Chicago
2015-02-24,-7.2,-14.4,0,-4.4,3.9,-20.6,17.8,1967,1930,0,0.08,1.36,KMDW,Chicago
2015-02-25,-5.6,-8.9,-2.2,-3.9,3.9,-20.6,22.8,1967,2000,0.06,0.09,0.62,KMDW,Chicago
2015-02-26,-9.4,-13.9,-5.6,-3.9,4.4,-18.3,17.8,1963,2000,0.01,0.08,1.76,KMDW,Chicago
2015-02-27,-12.8,-17.8,-8.3,-3.9,4.4,-21.1,23.9,1934,1976,0,0.09,0.79,KMDW,Chicago
2015-02-28,-11.1,-17.2,-5,-3.3,4.4,-17.2,15,2015,1965,0,0.08,0.77,KMDW,Chicago
2015-03-01,-5,-7.8,-2.8,-3.3,5,-20.6,21.7,1962,1992,0.01,0.09,1.09,KMDW,Chicago
2015-03-02,-3.9,-8.9,1.1,-3.3,5,-20,21.7,1913,1974,0,0.08,1.02,KMDW,Chicago
2015-03-03,0,-2.8,2.8,-2.8,5.6,-21.1,26.7,1873,1974,0.1,0.09,1.21,KMDW,Chicago
2015-03-04,-4.4,-10,0.6,-2.8,5.6,-20,23.3,2002,1983,0,0.08,1.42,KMDW,Chicago
2015-03-05,-10,-13.3,-7.2,-2.8,5.6,-17.8,24.4,1978,1983,0,0.09,0.99,KMDW,Chicago
2015-03-06,-8.3,-14.4,-2.8,-2.2,6.1,-16.7,21.7,1960,1983,0,0.08,0.49,KMDW,Chicago
2015-03-07,2.2,-3.3,7.8,-2.2,6.1,-18.9,26.1,1943,2000,0,0.09,1.27,KMDW,Chicago
2015-03-08,2.8,-0.6,5.6,-2.2,6.7,-21.7,26.1,1943,2000,0,0.09,2.02,KMDW,Chicago
2015-03-09,4.4,-2.2,11.1,-1.7,6.7,-16.1,20.6,1932,1974,0,0.08,1.41,KMDW,Chicago
2015-03-10,7.8,3.3,12.2,-1.7,6.7,-15,21.1,2003,1955,0,0.08,1.12,KMDW,Chicago
2015-03-11,7.2,2.2,12.2,-1.7,7.2,-16.1,24.4,1979,1990,0,0.08,0.92,KMDW,Chicago
2015-03-12,7.8,0.6,14.4,-1.1,7.2,-17.2,27.2,1948,1990,0,0.08,1.3,KMDW,Chicago
2015-03-13,11.7,5,18.3,-1.1,7.8,-11.7,23.3,1948,2007,0,0.08,1.02,KMDW,Chicago
2015-03-14,10.6,4.4,16.7,-1.1,7.8,-13.3,27.2,1993,2012,0,0.09,1.62,KMDW,Chicago
2015-03-15,9.4,1.1,17.8,-0.6,7.8,-11.1,27.2,1979,2012,0,0.08,1.66,KMDW,Chicago
2015-03-16,15,6.7,23.3,-0.6,8.3,-15,27.2,1941,2012,0,0.09,1.12,KMDW,Chicago
2015-03-17,3.3,-0.6,6.7,-0.6,8.3,-17.8,26.7,1941,2012,0,0.08,1.42,KMDW,Chicago
2015-03-18,4.4,-1.1,10,0,8.9,-16.1,27.2,1941,2012,0,0.09,1.04,KMDW,Chicago
2015-03-19,7.8,5,10,0,8.9,-11.7,26.1,1965,2012,0,0.09,2.5,KMDW,Chicago
2015-03-20,7.8,3.9,11.1,0,8.9,-13.3,29.4,1965,2012,0,0.09,0.78,KMDW,Chicago
2015-03-21,6.1,1.7,10,0.6,9.4,-11.1,30,1951,2012,0,0.09,0.93,KMDW,Chicago
2015-03-22,1.1,-1.1,2.8,0.6,9.4,-14.4,28.9,1940,2012,0,0.09,1.15,KMDW,Chicago
2015-03-23,-0.6,-1.1,0,0.6,10,-14.4,26.1,1940,1939,0.15,0.09,0.93,KMDW,Chicago
2015-03-24,0.6,-3.9,4.4,1.1,10,-15,26.1,1974,1939,0.04,0.08,1.26,KMDW,Chicago
2015-03-25,5,3.3,6.1,1.1,10,-12.2,25.6,1940,2007,0.13,0.09,1.95,KMDW,Chicago
2015-03-26,4.4,1.1,7.8,1.1,10.6,-11.7,26.1,1955,2007,0,0.09,1.4,KMDW,Chicago
2015-03-27,-1.1,-3.9,1.1,1.7,10.6,-10.6,27.8,1965,1945,0.01,0.09,1.06,KMDW,Chicago
2015-03-28,-1.7,-6.1,2.8,1.7,11.1,-12.8,25.6,1934,1968,0,0.1,1.26,KMDW,Chicago
2015-03-29,4.4,-2.2,10.6,1.7,11.1,-8.3,30,1969,1986,0.04,0.09,1.33,KMDW,Chicago
2015-03-30,10.6,2.8,17.8,2.2,11.1,-11.1,28.3,1969,1986,0,0.1,1.36,KMDW,Chicago
2015-03-31,9.4,5,13.9,2.2,11.7,-11.1,29.4,NA,1986,0,0.11,2.5,KMDW,Chicago
2015-04-01,14.4,5,23.3,2.2,11.7,-4.4,27.8,1954,2010,0,0.11,1.58,KMDW,Chicago
2015-04-02,15,10,20,2.8,12.2,-5.6,27.8,1961,1963,0.27,0.12,1.67,KMDW,Chicago
2015-04-03,7.2,0.6,13.9,3.9,12.2,-7.2,27.2,1954,1956,0,0.11,1.08,KMDW,Chicago
2015-04-04,7.8,-0.6,16.1,3.3,12.8,-8.9,26.7,1975,1929,0,0.11,1.9,KMDW,Chicago
2015-04-05,14.4,8.3,20.6,3.3,12.8,-7.8,29.4,1979,1988,0,0.11,2.58,KMDW,Chicago
2015-04-06,11.7,5,17.8,3.3,12.8,-8.9,28.9,1982,1991,0.07,0.12,0.94,KMDW,Chicago
2015-04-07,7.2,4.4,9.4,3.9,13.3,-12.2,28.3,1982,2001,0.04,0.12,0.78,KMDW,Chicago
2015-04-08,9.4,6.1,12.2,3.9,13.3,-6.7,27.8,1972,2001,0.08,0.12,1.38,KMDW,Chicago
2015-04-09,15.6,7.8,23.3,3.9,13.9,-6.1,25.6,1972,1952,0.95,0.12,1.58,KMDW,Chicago
2015-04-10,12.2,5.6,18.3,4.4,13.9,-5.6,32.8,1989,1930,0,0.13,1.15,KMDW,Chicago
2015-04-11,11.1,3.9,17.8,4.4,13.9,-3.9,32.8,1973,1930,0,0.12,2.26,KMDW,Chicago
2015-04-12,15,8.3,21.7,5,14.4,-6.1,30,1957,1977,0,0.12,1.16,KMDW,Chicago
2015-04-13,16.1,11.7,20.6,5,14.4,-6.1,28.3,1950,1941,0.14,0.12,1.84,KMDW,Chicago
2015-04-14,13.9,7.8,19.4,5,15,-5,29.4,1943,2003,0,0.12,1.21,KMDW,Chicago
2015-04-15,13.3,6.7,19.4,5.6,15,-6.1,31.7,1928,2002,0,0.12,1.26,KMDW,Chicago
2015-04-16,13.3,8.3,17.8,5.6,15.6,-3.3,31.1,1962,2002,0.34,0.13,1.33,KMDW,Chicago
2015-04-17,18.3,9.4,26.7,5.6,15.6,-1.7,31.1,1983,1976,0,0.12,1.87,KMDW,Chicago
2015-04-18,15,10,20,6.1,15.6,-3.9,31.7,1983,2002,0,0.13,3.83,KMDW,Chicago
2015-04-19,15.6,10.6,20.6,6.1,16.1,-4.4,30,1983,1985,0.42,0.12,1.52,KMDW,Chicago
2015-04-20,10,6.1,13.3,6.1,16.1,-2.8,30.6,1983,1987,0,0.12,1.27,KMDW,Chicago
2015-04-21,10,5,14.4,6.7,16.7,-2.2,30,1943,1985,0,0.13,1.08,KMDW,Chicago
2015-04-22,6.1,2.8,9.4,6.7,16.7,-3.9,32.8,1936,1980,0,0.12,1.5,KMDW,Chicago
2015-04-23,7.2,1.1,13.3,6.7,16.7,-2.2,31.1,1936,1960,0,0.12,0.83,KMDW,Chicago
2015-04-24,8.9,1.7,15.6,7.2,17.2,-1.7,31.7,1930,1990,0.29,0.12,2.05,KMDW,Chicago
2015-04-25,7.2,4.4,9.4,7.2,17.2,-2.8,31.7,1934,1990,0.34,0.12,1.62,KMDW,Chicago
2015-04-26,8.9,3.9,13.9,7.2,17.8,-1.7,32.8,1930,1986,0,0.13,0.84,KMDW,Chicago
2015-04-27,10,6.1,13.3,7.8,17.8,-2.2,31.7,1928,1986,0,0.13,2.13,KMDW,Chicago
2015-04-28,9.4,3.3,15.6,7.8,17.8,-1.1,28.9,1950,1951,0,0.13,1.63,KMDW,Chicago
2015-04-29,11.7,5.6,17.8,7.8,18.3,-0.6,31.7,1958,1942,0,0.13,1.62,KMDW,Chicago
2015-04-30,8.3,5.6,11.1,8.3,18.3,-0.6,33.3,1931,1942,0,0.12,2.15,KMDW,Chicago
2015-05-01,11.7,4.4,18.3,8.3,18.3,-1.1,32.2,1943,1951,0,0.12,2.05,KMDW,Chicago
2015-05-02,18.9,11.7,26.1,8.3,18.9,-1.1,32.8,1978,1959,0,0.12,1.26,KMDW,Chicago
2015-05-03,21.7,15.6,27.8,8.9,18.9,0,33.3,1971,1955,0.2,0.13,0.76,KMDW,Chicago
2015-05-04,18.9,13.9,23.3,8.9,18.9,2.8,27.8,2005,1999,0,0.12,0.93,KMDW,Chicago
2015-05-05,13.3,10.6,15.6,8.9,19.4,1.1,34.4,1954,1949,0.79,0.13,0.83,KMDW,Chicago
2015-05-06,19.4,10.6,27.8,9.4,19.4,1.1,33.9,1989,1934,0,0.12,1.71,KMDW,Chicago
2015-05-07,22.2,13.9,30.6,9.4,19.4,0,31.7,1974,1936,0,0.12,2.01,KMDW,Chicago
2015-05-08,23.9,18.9,28.9,9.4,20,0.6,33.9,1977,2014,0.28,0.12,1.09,KMDW,Chicago
2015-05-09,14.4,9.4,19.4,9.4,20,-0.6,35.6,1983,1934,0.38,0.13,2.33,KMDW,Chicago
2015-05-10,11.7,8.3,14.4,10,20,-1.7,32.8,1966,2011,0.16,0.12,2.84,KMDW,Chicago
2015-05-11,16.1,10,21.7,10,20.6,0,31.7,1981,1987,0.14,0.13,3.3,KMDW,Chicago
2015-05-12,11.7,8.3,14.4,10,20.6,-2.2,33.3,1981,1956,0,0.13,1.92,KMDW,Chicago
2015-05-13,9.4,7.2,11.7,10.6,20.6,-1.1,32.2,1938,1982,0,0.14,1.46,KMDW,Chicago
2015-05-14,14.4,7.8,20.6,10.6,21.1,2.8,33.3,1973,1982,0.13,0.13,1.95,KMDW,Chicago
2015-05-15,21.1,15.6,26.1,10.6,21.1,1.1,32.8,1937,2001,0.03,0.13,0.85,KMDW,Chicago
2015-05-16,23.9,19.4,27.8,11.1,21.1,1.7,34.4,1940,1962,0,0.13,1.38,KMDW,Chicago
2015-05-17,25,20.6,28.9,11.1,21.7,2.2,34.4,1973,1962,0,0.13,1.4,KMDW,Chicago
2015-05-18,18.9,10.6,27.2,11.1,21.7,1.1,33.9,2002,1996,0,0.15,0.79,KMDW,Chicago
2015-05-19,9.4,6.7,12.2,11.1,21.7,2.8,35,1937,1934,0,0.14,1.54,KMDW,Chicago
2015-05-20,8.3,6.1,10.6,11.7,22.2,2.2,35,1981,1977,0.02,0.14,2.54,KMDW,Chicago
2015-05-21,15,8.3,21.1,11.7,22.2,1.1,34.4,2002,1934,0,0.14,1.79,KMDW,Chicago
2015-05-22,15,10,20,11.7,22.2,4.4,33.9,1929,1977,0,0.14,1.11,KMDW,Chicago
2015-05-23,20,11.7,28.3,12.2,22.2,1.7,33.3,1931,1977,0,0.14,1.41,KMDW,Chicago
2015-05-24,20.6,16.7,24.4,12.2,22.8,2.2,33.9,1935,1950,0.44,0.14,1.31,KMDW,Chicago
2015-05-25,23.9,20,27.2,12.2,22.8,1.7,32.2,1934,1950,0.06,0.14,2.65,KMDW,Chicago
2015-05-26,22.8,20.6,25,12.8,22.8,1.1,33.9,1934,1967,0.42,0.14,1.49,KMDW,Chicago
2015-05-27,21.7,17.8,25,12.8,23.3,1.7,36.1,1961,2012,0.06,0.13,1.49,KMDW,Chicago
2015-05-28,22.2,15.6,28.9,12.8,23.3,4.4,34.4,1930,2012,0,0.15,2.2,KMDW,Chicago
2015-05-29,25.6,21.7,28.9,13.3,23.3,2.2,35,1930,1942,0.18,0.14,0.83,KMDW,Chicago
2015-05-30,15,7.2,22.8,13.3,23.9,2.2,35,1930,1942,0.79,0.14,1.6,KMDW,Chicago
2015-05-31,10.6,6.7,13.9,13.9,23.9,5,38.9,1928,1934,0.05,0.15,2.97,KMDW,Chicago
2015-06-01,12.8,8.9,16.7,13.9,23.9,3.9,41.7,2003,1934,0,0.15,1.88,KMDW,Chicago
2015-06-02,14.4,7.2,21.7,13.9,24.4,6.7,33.3,1946,1944,0,0.14,2.35,KMDW,Chicago
2015-06-03,19.4,12.8,26.1,14.4,24.4,2.8,36.7,1945,1934,0,0.15,1.15,KMDW,Chicago
2015-06-04,22.2,16.7,27.8,14.4,24.4,1.7,36.1,1945,1977,0,0.15,1,KMDW,Chicago
2015-06-05,18.3,13.3,22.8,14.4,25,2.8,36.7,1945,1934,0,0.15,0.75,KMDW,Chicago
2015-06-06,17.8,12.2,22.8,15,25,6.7,36.1,1998,1971,0,0.15,2.73,KMDW,Chicago
2015-06-07,22.2,15.6,28.3,15,25,7.2,38.3,1944,1933,0.44,0.15,3.11,KMDW,Chicago
2015-06-08,23.9,17.2,30,15.6,25.6,7.2,36.1,1978,1985,0.1,0.15,2.07,KMDW,Chicago
2015-06-09,23.3,16.1,30.6,15.6,25.6,5.6,35.6,1977,1968,0,0.14,2.58,KMDW,Chicago
2015-06-10,28.3,21.7,34.4,15.6,25.6,5,38.3,1928,1933,0.09,0.14,2.97,KMDW,Chicago
2015-06-11,22.2,18.3,26.1,16.1,26.1,5,37.8,1972,1933,0.2,0.14,2.08,KMDW,Chicago
2015-06-12,18.9,14.4,23.3,16.1,26.1,8.9,36.1,1985,1956,0.17,0.14,1.33,KMDW,Chicago
2015-06-13,22.8,14.4,31.1,16.7,26.1,6.7,35,1942,1990,0.19,0.15,4.64,KMDW,Chicago
2015-06-14,25.6,21.1,29.4,16.7,26.7,4.4,37.2,1933,1987,0.98,0.14,2.58,KMDW,Chicago
2015-06-15,25,21.7,28.3,16.7,26.7,7.2,35,1933,1994,0.24,0.13,1.93,KMDW,Chicago
2015-06-16,19.4,15.6,23.3,17.2,26.7,6.7,35,1947,1952,0,0.14,1.78,KMDW,Chicago
2015-06-17,18.3,14.4,22.2,17.2,27.2,5.6,35.6,1980,1987,0.33,0.13,3.16,KMDW,Chicago
2015-06-18,21.7,15,27.8,17.2,27.2,8.9,36.7,1930,1954,0.48,0.13,1.12,KMDW,Chicago
2015-06-19,17.2,13.9,20,17.8,27.2,6.7,38.9,1936,1953,0,0.14,1.79,KMDW,Chicago
2015-06-20,21.1,13.9,27.8,17.8,27.8,7.2,40,1980,1953,0.22,0.13,2.56,KMDW,Chicago
2015-06-21,26.1,21.1,30.6,17.8,27.8,7.2,38.3,1940,1988,0,0.13,1.53,KMDW,Chicago
2015-06-22,26.1,22.2,29.4,18.3,27.8,7.8,36.7,1963,1988,0.04,0.14,1.25,KMDW,Chicago
2015-06-23,23.3,19.4,27.2,18.3,27.8,7.8,37.2,1972,1930,0,0.12,2.2,KMDW,Chicago
2015-06-24,22.8,18.9,26.1,18.3,28.3,8.9,37.2,1936,1937,0,0.13,2.31,KMDW,Chicago
2015-06-25,23.3,18.3,28.3,18.3,28.3,7.8,40,1986,1988,0.16,0.12,4.58,KMDW,Chicago
2015-06-26,18.9,16.1,21.1,18.9,28.3,11.1,36.7,1945,1936,0.7,0.12,2.57,KMDW,Chicago
2015-06-27,20,15,25,18.9,28.3,10,38.9,1981,1933,0,0.12,2.88,KMDW,Chicago
2015-06-28,21.1,14.4,27.2,18.9,28.3,9.4,40,1938,1934,0,0.12,1.66,KMDW,Chicago
2015-06-29,21.7,18.9,23.9,18.9,28.9,10,36.1,1943,1954,0.03,0.11,1.91,KMDW,Chicago
2015-06-30,21.7,16.1,26.7,18.9,28.9,7.2,38.3,1943,1931,0,0.11,2.59,KMDW,Chicago
2014-07-01,27.2,22.2,31.7,20,28.3,11.1,37.8,1943,1901,0,0.12,2.17,KNYC,New York City
2014-07-02,27.8,22.2,32.8,20,28.3,13.3,37.8,2001,1966,0.96,0.13,1.79,KNYC,New York City
2014-07-03,25.6,20.6,30.6,20,28.3,12.2,39.4,1933,1966,1.78,0.12,2.8,KNYC,New York City
2014-07-04,21.1,18.3,23.3,20,28.9,12.8,38.9,1986,1949,0.14,0.13,1.76,KNYC,New York City
2014-07-05,22.2,17.2,27.2,20,28.9,11.7,38.3,1979,1999,0,0.12,3.07,KNYC,New York City
2014-07-06,23.9,18.9,28.9,20,28.9,12.2,39.4,1979,2010,0,0.13,1.97,KNYC,New York City
2014-07-07,27.2,22.2,32.2,20,28.9,13.3,37.8,1914,2010,0.04,0.13,3.13,KNYC,New York City
2014-07-08,27.2,21.7,32.8,20.6,28.9,13.3,37.8,1894,1993,0.39,0.14,1.8,KNYC,New York City
2014-07-09,26.7,21.7,31.1,20.6,28.9,12.2,41.1,1963,1936,0.09,0.14,1.09,KNYC,New York City
2014-07-10,25.6,22.2,28.3,20.6,28.9,12.8,38.9,1890,1993,0,0.15,1.79,KNYC,New York City
2014-07-11,26.1,21.7,30,20.6,28.9,13.9,36.7,1898,1988,0,0.15,1.94,KNYC,New York City
2014-07-12,25.6,21.7,29.4,20.6,28.9,13.9,37.2,1926,1966,0,0.15,2.68,KNYC,New York City
2014-07-13,25.6,22.2,28.3,20.6,28.9,12.2,38.3,1888,1966,0.03,0.17,3.16,KNYC,New York City
2014-07-14,25.6,22.2,28.9,20.6,28.9,14.4,37.8,1926,1954,0.46,0.16,1.6,KNYC,New York City
2014-07-15,26.1,22.2,30,20.6,28.9,13.9,38.9,1930,1995,1.3,0.15,2.33,KNYC,New York City
2014-07-16,23.9,20,27.2,20.6,28.9,13.3,37.2,1946,1980,0,0.16,1.38,KNYC,New York City
2014-07-17,23.3,19.4,27.2,20.6,28.9,13.9,37.8,1892,1953,0,0.15,3.13,KNYC,New York City
2014-07-18,22.8,17.8,27.2,20.6,28.9,13.9,38.3,1925,1953,0,0.15,1.76,KNYC,New York City
2014-07-19,22.2,20,24.4,20.6,28.9,13.9,38.9,1924,1977,0,0.16,1.82,KNYC,New York City
2014-07-20,22.2,18.9,25.6,20.6,28.9,12.8,38.3,1890,1980,0,0.15,1.97,KNYC,New York City
2014-07-21,24.4,19.4,29.4,20.6,28.9,12.8,40,1890,1977,0,0.15,2.26,KNYC,New York City
2014-07-22,26.1,21.7,30,20.6,28.9,12.8,40,1873,2011,0,0.14,1.86,KNYC,New York City
2014-07-23,26.7,22.2,31.1,20.6,28.9,14.4,37.8,1890,2011,0.19,0.15,2.41,KNYC,New York City
2014-07-24,23.9,21.1,26.7,20.6,28.9,13.3,36.1,1893,1999,0,0.15,3.75,KNYC,New York City
2014-07-25,23.3,18.9,27.8,20.6,28.9,13.9,36.1,1953,1999,0,0.15,1.64,KNYC,New York City
2014-07-26,23.9,20.6,27.2,20.6,28.9,12.8,36.7,1920,1940,0,0.16,3.8,KNYC,New York City
2014-07-27,25.6,21.7,29.4,20.6,28.9,12.8,36.7,1920,1963,0.02,0.16,2.65,KNYC,New York City
2014-07-28,23.9,20,27.8,20.6,28.9,13.9,36.1,1903,1999,0.19,0.17,3.11,KNYC,New York City
2014-07-29,21.1,17.8,24.4,20.6,28.9,15,37.2,1914,1949,0,0.17,3.47,KNYC,New York City
2014-07-30,22.2,17.2,26.7,20.6,28.9,13.9,36.7,1956,1988,0,0.17,3.56,KNYC,New York City
2014-07-31,23.9,20,27.8,20.6,28.9,13.9,38.9,1914,1933,0,0.17,2.29,KNYC,New York City
2014-08-01,25.6,21.7,28.9,20.6,28.9,15,37.8,1964,1933,0,0.16,2.85,KNYC,New York City
2014-08-02,20.6,17.2,23.3,20.6,28.9,14.4,37.8,1924,1955,0.41,0.16,2.49,KNYC,New York City
2014-08-03,21.7,18.9,24.4,20.6,28.9,12.8,36.1,1927,2005,0.07,0.17,2.71,KNYC,New York City
2014-08-04,25,21.1,28.9,20.6,28.9,13.3,37.8,1886,1944,0,0.16,3.25,KNYC,New York City
2014-08-05,27.2,21.7,32.2,20.6,28.9,13.3,38.3,1951,1944,0,0.16,1.44,KNYC,New York City
2014-08-06,25,21.1,28.3,20.6,28.9,13.9,36.1,1994,1955,0,0.16,3.31,KNYC,New York City
2014-08-07,23.9,18.9,28.3,20.6,28.9,13.9,40,1994,1918,0,0.15,2.18,KNYC,New York City
2014-08-08,23.3,18.3,28.3,20.6,28.9,12.2,37.2,1903,2001,0,0.15,2.6,KNYC,New York City
2014-08-09,25,18.9,30.6,20.6,28.9,13.9,39.4,1989,2001,0,0.15,4.1,KNYC,New York City
2014-08-10,25.6,20,31.1,20.6,28.3,12.8,36.7,1879,1949,0,0.14,4.64,KNYC,New York City
2014-08-11,26.1,21.7,30.6,20.6,28.3,13.3,38.9,1962,1944,0,0.14,2.39,KNYC,New York City
2014-08-12,23.9,21.1,26.1,20,28.3,12.8,36.1,1889,1944,0.19,0.14,3.62,KNYC,New York City
2014-08-13,23.9,20,27.8,20,28.3,12.8,37.2,1930,2005,0.53,0.14,2.7,KNYC,New York City
2014-08-14,21.1,17.2,25,20,28.3,12.2,37.2,1964,1988,0,0.15,5.81,KNYC,New York City
2014-08-15,19.4,16.1,22.8,20,28.3,12.2,36.1,1964,1988,0,0.14,1.52,KNYC,New York City
2014-08-16,21.7,17.2,25.6,20,28.3,12.8,35.6,1880,1944,0,0.15,4.8,KNYC,New York City
2014-08-17,23.3,18.9,27.8,20,28.3,13.3,35,1979,1944,0.01,0.14,2.86,KNYC,New York City
2014-08-18,22.2,17.2,27.2,20,28.3,12.8,34.4,1915,2002,0,0.14,3.95,KNYC,New York City
2014-08-19,22.8,17.2,28.3,20,28.3,12.8,34.4,1924,2002,0,0.15,2.53,KNYC,New York City
2014-08-20,25,21.1,28.9,20,27.8,12.8,36.1,1949,1955,0,0.14,3.63,KNYC,New York City
2014-08-21,23.3,18.3,28.3,20,27.8,11.7,35.6,1922,1955,0.35,0.15,4.19,KNYC,New York City
2014-08-22,22.2,18.3,26.1,19.4,27.8,11.1,35,1895,1916,0.06,0.14,1.85,KNYC,New York City
2014-08-23,22.2,19.4,25,19.4,27.8,10.6,33.3,1923,1916,0.01,0.14,3.03,KNYC,New York City
2014-08-24,22.2,17.8,26.7,19.4,27.8,11.1,34.4,1890,1972,0,0.14,3.61,KNYC,New York City
2014-08-25,24.4,17.8,31.1,19.4,27.8,11.1,35,1940,1948,0,0.14,1.86,KNYC,New York City
2014-08-26,26.7,21.1,31.7,19.4,27.2,11.7,39.4,1887,1948,0,0.12,3.24,KNYC,New York City
2014-08-27,26.7,21.1,32.2,19.4,27.2,10,38.3,1885,1948,0,0.13,4.16,KNYC,New York City
2014-08-28,23.3,18.9,27.8,18.9,27.2,10,37.8,1885,1948,0,0.13,3.99,KNYC,New York City
2014-08-29,21.7,16.1,26.7,18.9,27.2,10,37.2,1986,1953,0,0.12,2.68,KNYC,New York City
2014-08-30,22.8,18.3,26.7,18.9,27.2,10,36.7,1965,1973,0,0.12,2.3,KNYC,New York City
2014-08-31,27.8,22.8,32.2,18.9,26.7,10,37.8,1976,1953,0.62,0.12,3.76,KNYC,New York City
2014-09-01,27.8,23.9,31.1,18.9,26.7,10.6,36.1,1872,1953,0,0.13,3.84,KNYC,New York City
2014-09-02,29.4,25,33.3,18.3,26.7,10.6,38.9,1886,1953,0,0.13,2.12,KNYC,New York City
2014-09-03,26.1,22.2,30,18.3,26.7,10,37.2,1893,1929,0,0.13,3.32,KNYC,New York City
