date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,station,city
2014-07-01,27.2,21.1,32.8,19.4,31.7,13.3,40,1919,2012,0,0.1,5.91,KCLT,Charlotte
2014-07-02,29.4,23.3,35,20,31.7,13.3,38.3,2008,1931,0,0.1,1.53,KCLT,Charlotte
2014-07-03,27.8,21.7,33.9,20,31.7,13.3,37.2,2010,1931,0.14,0.11,2.5,KCLT,Charlotte
2014-07-04,23.9,17.8,30,20,31.7,12.8,37.2,1933,1955,0,0.1,2.63,KCLT,Charlotte
2014-07-05,22.2,15.6,28.9,20,31.7,13.9,37.8,1967,1954,0,0.1,1.65,KCLT,Charlotte
2014-07-06,23.3,16.1,30.6,20,31.7,13.9,37.2,1964,1948,0,0.1,1.95,KCLT,Charlotte
2014-07-07,26.1,19.4,32.8,20,31.7,12.8,37.8,1972,1954,0,0.11,2.37,KCLT,Charlotte
2014-07-08,28.3,22.2,34.4,20,31.7,14.4,38.3,1892,2010,0,0.11,1.87,KCLT,Charlotte
2014-07-09,26.7,21.7,31.7,20,31.7,13.9,38.3,1891,1986,0.15,0.12,3.71,KCLT,Charlotte
2014-07-10,25.6,21.7,29.4,20,31.7,11.7,38.3,1961,1926,0,0.11,2.45,KCLT,Charlotte
2014-07-11,25.6,20,30.6,20,31.7,12.8,37.8,1961,1986,0,0.12,3.1,KCLT,Charlotte
2014-07-12,26.1,19.4,32.8,20,31.7,15,38.9,1953,1930,0,0.11,1.95,KCLT,Charlotte
2014-07-13,27.2,20.6,33.3,20,31.7,13.3,37.8,1918,1986,0,0.12,2.09,KCLT,Charlotte
2014-07-14,29.4,23.3,35.6,20,31.7,15,38.9,2007,1954,0,0.12,2.15,KCLT,Charlotte
2014-07-15,27.2,19.4,34.4,20,31.7,14.4,37.8,2001,1893,0.87,0.12,4.61,KCLT,Charlotte
2014-07-16,24.4,18.9,29.4,20,31.7,14.4,37.8,2001,1887,0,0.12,1.47,KCLT,Charlotte
2014-07-17,23.3,17.2,28.9,20,31.7,16.7,37.8,1886,1986,0,0.12,4.14,KCLT,Charlotte
2014-07-18,25,21.1,28.3,20,31.7,16.7,38.9,1896,1887,0,0.12,1.82,KCLT,Charlotte
2014-07-19,21.1,18.9,23.3,20,31.7,15.6,39.4,2009,1986,0.17,0.12,2.3,KCLT,Charlotte
2014-07-20,23.3,18.3,28.3,20,31.7,15.6,38.3,1910,1986,0,0.12,1.25,KCLT,Charlotte
2014-07-21,23.3,21.1,25,20,31.7,13.9,39.4,1890,1986,1.3,0.12,3.83,KCLT,Charlotte
2014-07-22,26.1,22.2,29.4,20,31.7,14.4,39.4,2001,1926,0,0.12,2.56,KCLT,Charlotte
2014-07-23,26.7,20.6,32.2,20,31.7,13.3,38.3,2007,1987,0,0.13,6.88,KCLT,Charlotte
2014-07-24,26.7,21.7,31.7,20,31.7,15,37.8,1947,1952,0.06,0.12,2.83,KCLT,Charlotte
2014-07-25,25,20,30,20,31.7,16.7,38.3,1947,2010,0,0.13,2.34,KCLT,Charlotte
2014-07-26,25.6,18.9,31.7,20,31.7,15.6,37.8,1904,2005,0,0.13,2.84,KCLT,Charlotte
2014-07-27,26.7,21.1,32.2,20,31.7,13.9,39.4,1920,1940,0.18,0.13,2.46,KCLT,Charlotte
2014-07-28,26.1,20,32.2,20,31.7,12.2,38.9,1962,1952,0.06,0.13,2.98,KCLT,Charlotte
2014-07-29,22.8,16.7,28.3,20,31.7,15,39.4,1920,1952,0,0.14,2.04,KCLT,Charlotte
2014-07-30,23.3,17.2,29.4,20,31.7,14.4,38.3,1914,2011,0,0.14,4.24,KCLT,Charlotte
2014-07-31,22.2,18.3,25.6,20,31.7,13.3,37.8,1914,1999,1.45,0.14,1.45,KCLT,Charlotte
2014-08-01,20,18.3,21.1,20,31.7,14.4,36.7,1966,1957,2.39,0.14,2.39,KCLT,Charlotte
2014-08-02,20.6,18.3,22.2,20,31.7,15,36.7,1895,1942,0,0.14,2,KCLT,Charlotte
2014-08-03,25,19.4,30,20,31.7,15.6,36.7,1998,2011,0,0.15,4.51,KCLT,Charlotte
2014-08-04,25.6,20.6,30.6,20,31.7,14.4,36.7,1912,1935,0,0.15,2.59,KCLT,Charlotte
2014-08-05,25,18.3,31.1,20,31.7,12.8,37.8,1912,1954,0,0.15,3.01,KCLT,Charlotte
2014-08-06,25.6,20,31.1,20,31.1,13.9,38.9,1912,1956,0.17,0.14,3.19,KCLT,Charlotte
2014-08-07,25.6,19.4,31.1,20,31.1,10,37.8,2004,1963,0,0.13,1.53,KCLT,Charlotte
2014-08-08,25,22.8,27.2,20,31.1,12.8,38.9,2004,2007,0,0.13,1.37,KCLT,Charlotte
2014-08-09,24.4,20,28.9,20,31.1,13.3,40,2002,2007,0,0.13,1.26,KCLT,Charlotte
2014-08-10,21.1,19.4,22.8,20,31.1,13.3,40,1879,2007,0.01,0.13,2.26,KCLT,Charlotte
2014-08-11,25.6,21.7,29.4,20,31.1,14.4,36.7,1879,1956,0.58,0.13,3.04,KCLT,Charlotte
2014-08-12,27.2,22.2,31.7,20,31.1,13.9,37.8,1890,1925,0.31,0.13,2.25,KCLT,Charlotte
2014-08-13,23.9,18.3,28.9,20,31.1,13.9,38.9,1979,1956,0,0.14,1.27,KCLT,Charlotte
2014-08-14,21.7,15,28.3,20,31.1,13.9,36.7,1967,1925,0,0.14,2,KCLT,Charlotte
2014-08-15,22.8,15.6,30,20,31.1,12.8,37.2,1964,2007,0,0.14,3.17,KCLT,Charlotte
2014-08-16,25,20,30,20,31.1,13.9,38.9,1924,1954,0,0.14,2.51,KCLT,Charlotte
2014-08-17,25.6,19.4,31.7,19.4,31.1,12.8,36.1,1979,1911,0,0.14,2.92,KCLT,Charlotte
2014-08-18,27.2,21.7,32.2,19.4,31.1,15,38.3,1976,1988,0,0.13,1.76,KCLT,Charlotte
2014-08-19,26.7,21.1,32.2,19.4,30.6,15,37.8,1981,1988,0,0.14,1.96,KCLT,Charlotte
2014-08-20,26.1,19.4,32.8,19.4,30.6,13.3,39.4,1918,1925,0,0.14,1.84,KCLT,Charlotte
2014-08-21,26.7,19.4,33.9,19.4,30.6,13.3,39.4,1998,1983,0,0.13,2.22,KCLT,Charlotte
2014-08-22,28.3,21.1,35,19.4,30.6,13.9,38.3,1886,1983,0,0.15,2.81,KCLT,Charlotte
2014-08-23,27.8,22.8,32.8,19.4,30.6,11.7,39.4,1930,1983,0.08,0.13,2.74,KCLT,Charlotte
2014-08-24,23.3,18.9,27.2,19.4,30.6,12.8,36.1,1888,1968,0.14,0.14,2.35,KCLT,Charlotte
2014-08-25,22.2,15.6,28.3,18.9,30.6,13.3,36.7,1952,1943,0,0.14,3.16,KCLT,Charlotte
2014-08-26,22.2,15.6,28.9,18.9,30.6,12.8,37.8,1942,1954,0,0.14,5.36,KCLT,Charlotte
2014-08-27,22.2,13.9,30.6,18.9,30,12.8,38.3,1952,1954,0,0.13,4.39,KCLT,Charlotte
2014-08-28,25,16.1,33.3,18.9,30,12.8,36.7,1905,1924,0,0.13,4.64,KCLT,Charlotte
2014-08-29,26.1,20.6,31.1,18.9,30,12.2,37.8,1986,1948,0,0.13,1.42,KCLT,Charlotte
2014-08-30,26.1,20,32.2,18.9,30,11.7,38.3,1965,1932,0,0.12,2.54,KCLT,Charlotte
2014-08-31,28.3,23.3,32.8,18.3,30,11.7,37.2,1946,1957,0.06,0.12,3.4,KCLT,Charlotte
2014-09-01,27.8,21.7,33.9,18.3,29.4,10.6,37.2,1999,1957,0,0.11,2.93,KCLT,Charlotte
2014-09-02,27.8,20.6,34.4,18.3,29.4,11.7,37.2,1967,1932,0,0.12,1.2,KCLT,Charlotte
2014-09-03,27.2,20,33.9,18.3,29.4,11.1,36.7,1967,1925,0.63,0.11,2.67,KCLT,Charlotte
2014-09-04,25,20.6,29.4,17.8,29.4,12.2,37.8,1952,1925,0.82,0.11,1.15,KCLT,Charlotte
2014-09-05,26.1,20.6,31.7,17.8,28.9,12.2,38.3,1967,1954,0.01,0.11,2.46,KCLT,Charlotte
2014-09-06,26.7,21.1,32.2,17.8,28.9,11.7,40,1924,1954,0,0.11,3.47,KCLT,Charlotte
2014-09-07,26.1,21.1,31.1,17.8,28.9,11.7,37.8,1924,1925,0.09,0.11,2.38,KCLT,Charlotte
2014-09-08,21.1,19.4,22.8,17.2,28.9,12.2,37.2,1988,1925,0,0.11,1.96,KCLT,Charlotte
2014-09-09,22.2,18.9,25,17.2,28.3,7.8,38.3,1998,1939,0,0.11,1.92,KCLT,Charlotte
2014-09-10,22.2,18.3,26.1,17.2,28.3,8.3,36.7,1998,1939,0,0.1,3.64,KCLT,Charlotte
2014-09-11,25,17.8,31.7,16.7,28.3,9.4,35.6,1956,1925,0.09,0.1,1.8,KCLT,Charlotte
2014-09-12,27.2,22.2,32.2,16.7,28.3,7.2,35,1917,1925,0.08,0.09,1.76,KCLT,Charlotte
2014-09-13,24.4,18.9,30,16.7,27.8,9.4,34.4,1917,1962,1.56,0.11,4.12,KCLT,Charlotte
2014-09-14,18.9,16.7,20.6,16.1,27.8,8.3,36.1,1985,1897,0,0.1,3.23,KCLT,Charlotte
2014-09-15,24.4,18.3,30,16.1,27.2,8.3,35.6,2000,1956,0.37,0.11,4.06,KCLT,Charlotte
2014-09-16,24.4,18.3,30,16.1,27.2,8.3,35.6,2000,1956,0.37,0.11,4.06,KCLT,Charlotte
2014-09-17,20.6,17.2,23.3,15.6,27.2,7.8,35.6,1984,1954,0,0.11,3.14,KCLT,Charlotte
2014-09-18,21.7,16.7,26.7,15.6,27.2,8.9,37.2,2001,1896,0,0.11,4.84,KCLT,Charlotte
2014-09-19,22.8,19.4,26.1,15,26.7,7.8,36.1,1984,1954,0.02,0.1,2.72,KCLT,Charlotte
2014-09-20,21.7,15,27.8,15,26.7,7.2,36.7,1929,1925,0,0.11,2.82,KCLT,Charlotte
2014-09-21,21.7,13.9,29.4,15,26.7,6.1,36.1,1918,1895,0,0.11,2.74,KCLT,Charlotte
2014-09-22,20.6,16.1,24.4,14.4,26.1,6.1,36.7,1918,1895,0,0.1,2.92,KCLT,Charlotte
2014-09-23,15,11.7,18.3,14.4,26.1,3.9,36.1,1999,1931,0.02,0.11,1.69,KCLT,Charlotte
2014-09-24,15,11.7,17.8,13.9,26.1,6.1,35,1999,1895,0.19,0.1,3.89,KCLT,Charlotte
2014-09-25,18.9,16.1,21.1,13.9,25.6,4.4,34.4,1887,2010,0.01,0.11,1.31,KCLT,Charlotte
2014-09-26,19.4,16.7,21.7,13.9,25.6,5.6,34.4,1950,1961,0,0.11,2.54,KCLT,Charlotte
2014-09-27,20.6,15,25.6,13.3,25.6,6.1,33.9,1940,1900,0,0.11,1.94,KCLT,Charlotte
2014-09-28,20,15.6,24.4,13.3,25,5,33.9,1947,1954,0,0.12,3.38,KCLT,Charlotte
2014-09-29,19.4,17.8,21.1,12.8,25,4.4,33.9,1942,1941,0.09,0.11,3.59,KCLT,Charlotte
2014-09-30,21.7,15,28.3,12.8,25,3.3,32.8,1888,1926,0,0.12,3.65,KCLT,Charlotte
2014-10-01,21.1,13.3,28.9,12.2,24.4,3.9,33.3,1899,1954,0,0.12,3.8,KCLT,Charlotte
2014-10-02,22.2,15,29.4,12.2,24.4,2.2,33.3,1899,1954,0,0.11,1.6,KCLT,Charlotte
2014-10-03,21.1,16.1,26.1,12.2,24.4,2.2,32.8,1974,1954,0.03,0.12,2.15,KCLT,Charlotte
2014-10-04,12.8,6.1,19.4,11.7,23.9,0.6,35,1974,1954,0,0.12,4.21,KCLT,Charlotte
2014-10-05,11.1,3.3,18.3,11.7,23.9,3.3,36.1,1974,1954,0,0.12,1.16,KCLT,Charlotte
2014-10-06,16.7,8.3,24.4,11.1,23.9,3.3,36.7,1935,1954,0,0.12,1.98,KCLT,Charlotte
2014-10-07,19.4,11.7,26.7,11.1,23.3,1.1,32.8,1935,1951,0,0.11,2.7,KCLT,Charlotte
2014-10-08,22.2,14.4,30,11.1,23.3,1.1,33.9,1889,1941,0,0.12,3.82,KCLT,Charlotte
2014-10-09,18.9,11.1,26.7,10.6,23.3,-0.6,33.3,2000,2007,0,0.12,3.8,KCLT,Charlotte
2014-10-10,22.2,15.6,28.9,10.6,23.3,-1.1,31.7,2000,1939,0,0.11,4.18,KCLT,Charlotte
2014-10-11,25.6,20,30.6,10.6,22.8,-1.7,32.2,2000,1939,0.08,0.12,2.58,KCLT,Charlotte
2014-10-12,17.2,14.4,20,10,22.8,-0.6,30.6,1906,1919,0.02,0.12,2.82,KCLT,Charlotte
2014-10-13,18.9,15,22.2,10,22.8,1.7,32.8,1964,1954,0.04,0.12,1.93,KCLT,Charlotte
2014-10-14,22.8,17.8,27.8,9.4,22.2,0,30.6,2006,1940,0.45,0.11,2.27,KCLT,Charlotte
2014-10-15,18.9,14.4,22.8,9.4,22.2,-1.1,31.1,2006,1985,0.24,0.11,1.83,KCLT,Charlotte
2014-10-16,16.1,10,21.7,9.4,22.2,1.7,30.6,1939,1925,0,0.11,4.76,KCLT,Charlotte
2014-10-17,15,6.7,23.3,8.9,21.7,1.7,29.4,2001,1962,0,0.11,1.9,KCLT,Charlotte
2014-10-18,18.3,11.7,24.4,8.9,21.7,-0.6,30.6,2001,1938,0,0.12,2.34,KCLT,Charlotte
2014-10-19,13.9,7.2,20.6,8.9,21.7,-1.1,30.6,2009,1938,0,0.1,1.2,KCLT,Charlotte
2014-10-20,15,7.8,21.7,8.3,21.7,-1.1,30,1972,1926,0,0.11,2.33,KCLT,Charlotte
2014-10-21,16.1,8.3,23.9,8.3,21.1,-1.1,31.1,1952,1943,0,0.11,1.31,KCLT,Charlotte
2014-10-22,13.3,6.7,20,8.3,21.1,-1.7,29.4,1952,1939,0,0.1,4.52,KCLT,Charlotte
2014-10-23,12.8,4.4,21.1,7.8,21.1,-0.6,31.1,1998,1941,0,0.11,1.72,KCLT,Charlotte
2014-10-24,12.2,3.9,20.6,7.8,21.1,-2.2,31.1,2006,1939,0,0.1,0.85,KCLT,Charlotte
2014-10-25,13.9,3.9,23.3,7.8,20.6,-2.8,28.9,2006,1931,0,0.09,2.65,KCLT,Charlotte
2014-10-26,18.9,8.9,28.3,7.2,20.6,-2.8,30,2013,1940,0,0.1,1.85,KCLT,Charlotte
2014-10-27,16.7,6.1,26.7,7.2,20.6,-4.4,30,1962,1939,0,0.09,2.03,KCLT,Charlotte
2014-10-28,20,11.1,28.9,7.2,20,-3.3,30.6,2001,1940,0,0.1,1.23,KCLT,Charlotte
2014-10-29,20.6,14.4,26.1,6.7,20,-2.8,27.8,1976,1984,0,0.1,1.65,KCLT,Charlotte
2014-10-30,13.9,7.2,20,6.7,20,-3.3,28.9,1952,1950,0,0.1,2.51,KCLT,Charlotte
2014-10-31,10,3.9,16.1,6.7,20,-1.7,29.4,2008,1950,0.49,0.1,1.68,KCLT,Charlotte
2014-11-01,8.3,4.4,11.7,6.1,19.4,-1.7,28.9,1954,1950,0.28,0.1,1.14,KCLT,Charlotte
2014-11-02,6.7,-1.1,13.9,6.1,19.4,-2.8,29.4,1954,1961,0,0.1,1.82,KCLT,Charlotte
2014-11-03,7.2,-4.4,18.3,6.1,19.4,-4.4,28.9,1954,1961,0,0.1,1.69,KCLT,Charlotte
2014-11-04,11.7,3.9,19.4,6.1,18.9,-5.6,28.3,1966,1961,0,0.1,1.97,KCLT,Charlotte
2014-11-05,15.6,9.4,21.1,5.6,18.9,-4.4,27.2,2006,2003,0,0.1,0.97,KCLT,Charlotte
2014-11-06,15.6,8.9,21.7,5.6,18.9,-3.3,27.8,1976,2003,0.04,0.1,1.34,KCLT,Charlotte
2014-11-07,10,3.9,16.1,5.6,18.3,-3.3,25.6,1998,1888,0,0.1,1.71,KCLT,Charlotte
2014-11-08,7.2,-0.6,14.4,5,18.3,-3.9,25.6,1967,1934,0,0.11,2.79,KCLT,Charlotte
2014-11-09,10.6,3.3,17.2,5,18.3,-4.4,27.8,1976,2005,0,0.1,2.76,KCLT,Charlotte
2014-11-10,10.6,0,20.6,5,17.8,-2.2,28.3,1973,2006,0,0.1,1.43,KCLT,Charlotte
2014-11-11,13.9,3.9,23.3,5,17.8,-4.4,25.6,1973,2006,0,0.09,1.82,KCLT,Charlotte
2014-11-12,15,5,25,4.4,17.8,-4.4,27.2,1894,1989,0,0.1,1.54,KCLT,Charlotte
2014-11-13,11.7,7.8,15.6,4.4,17.2,-6.1,27.2,2013,1931,0,0.1,1.93,KCLT,Charlotte
2014-11-14,2.8,-2.2,7.8,4.4,17.2,-6.1,26.7,2013,1879,0.01,0.11,1.23,KCLT,Charlotte
2014-11-15,1.7,-3.9,7.2,3.9,17.2,-6.7,27.8,1969,1993,0,0.1,1.32,KCLT,Charlotte
2014-11-16,5,-1.7,11.7,3.9,16.7,-5.6,27.8,1969,1958,0,0.1,2.26,KCLT,Charlotte
2014-11-17,8.3,2.2,13.9,3.9,16.7,-6.7,28.9,1883,1958,0.63,0.11,1.9,KCLT,Charlotte
2014-11-18,-1.1,-6.7,3.9,3.3,16.7,-6.7,25.6,2014,1942,0,0.1,1.93,KCLT,Charlotte
2014-11-19,-1.7,-10,6.7,3.3,16.1,-10,25.6,2014,1942,0,0.11,2.04,KCLT,Charlotte
2014-11-20,8.3,1.1,15,3.3,16.1,-7.8,26.1,1951,1942,0,0.11,1.36,KCLT,Charlotte
2014-11-21,6.7,-1.1,14.4,3.3,16.1,-7.2,25.6,1914,1942,0,0.11,3.26,KCLT,Charlotte
2014-11-22,3.9,-5.6,12.8,2.8,15.6,-10.6,24.4,2008,2011,0,0.11,1.68,KCLT,Charlotte
2014-11-23,12.2,5.6,18.3,2.8,15.6,-7.8,25.6,1880,1900,1.72,0.11,1.72,KCLT,Charlotte
2014-11-24,19.4,15,23.3,2.8,15,-8.9,23.9,1970,1958,0,0.11,1.68,KCLT,Charlotte
2014-11-25,14.4,9.4,18.9,2.8,15,-10.6,24.4,1970,1921,0.22,0.1,2.42,KCLT,Charlotte
2014-11-26,7.8,4.4,11.1,2.2,15,-11.7,23.9,1950,2001,0.89,0.11,2.36,KCLT,Charlotte
2014-11-27,6.1,1.1,11.1,2.2,14.4,-7.8,25,1903,2001,0,0.11,1.54,KCLT,Charlotte
2014-11-28,2.2,-3.9,8.3,2.2,14.4,-7.2,25,2013,1990,0,0.11,2.93,KCLT,Charlotte
2014-11-29,6.7,-0.6,13.3,1.7,14.4,-6.7,24.4,1955,2001,0,0.12,1.37,KCLT,Charlotte
2014-11-30,12.2,3.9,20,1.7,13.9,-9.4,24.4,1929,1991,0,0.11,2.09,KCLT,Charlotte
2014-12-01,13.9,5,22.8,1.7,13.9,-9.4,24.4,1964,1946,0,0.11,1.21,KCLT,Charlotte
2014-12-02,9.4,5.6,12.8,1.7,13.9,-6.7,24.4,1924,1991,0,0.11,1.85,KCLT,Charlotte
2014-12-03,11.7,5.6,17.8,1.1,13.3,-6.7,23.9,1960,1998,0,0.12,2.96,KCLT,Charlotte
2014-12-04,13.3,9.4,17.2,1.1,13.3,-7.8,24.4,2000,1956,0,0.11,1.93,KCLT,Charlotte
2014-12-05,8.3,5.6,10.6,1.1,13.3,-7.8,23.9,1969,1998,0.04,0.11,2.06,KCLT,Charlotte
2014-12-06,8.3,5.6,11.1,1.1,12.8,-7.8,25.6,1895,1998,0.12,0.1,2.37,KCLT,Charlotte
2014-12-07,8.9,3.9,13.3,0.6,12.8,-11.1,24.4,2010,1998,0,0.1,1.56,KCLT,Charlotte
2014-12-08,4.4,2.2,6.1,0.6,12.8,-12.2,24.4,1882,1998,0.14,0.11,1.15,KCLT,Charlotte
2014-12-09,7.8,2.8,12.8,0.6,12.2,-10,25.6,2006,1943,0,0.1,1.78,KCLT,Charlotte
2014-12-10,6.1,0,11.7,0.6,12.2,-10.6,26.7,1917,2007,0,0.1,1.91,KCLT,Charlotte
2014-12-11,2.8,-5,10.6,0.6,12.2,-10.6,26.1,1957,2007,0,0.11,1.69,KCLT,Charlotte
2014-12-12,5,-5.6,15.6,0,12.2,-13.9,26.1,1962,2007,0,0.11,1.57,KCLT,Charlotte
2014-12-13,7.8,-3.9,18.9,0,11.7,-16.7,25,1962,2007,0,0.1,1.78,KCLT,Charlotte
2014-12-14,7.8,-1.7,17.2,0,11.7,-11.1,22.8,1962,1948,0,0.1,2.38,KCLT,Charlotte
2014-12-15,6.1,-3.3,15.6,0,11.7,-12.2,22.8,2010,1948,0,0.1,2.46,KCLT,Charlotte
2014-12-16,8.9,2.8,14.4,0,11.7,-11.1,23.9,1958,1971,0.09,0.1,1.58,KCLT,Charlotte
2014-12-17,7.8,-0.6,15.6,0,11.1,-10,22.8,1901,1956,0,0.1,1.3,KCLT,Charlotte
2014-12-18,6.1,-1.1,13.3,-0.6,11.1,-11.7,23.9,1953,1984,0,0.1,1.74,KCLT,Charlotte
2014-12-19,6.1,-1.1,13.3,-0.6,11.1,-11.7,24.4,1963,1984,0,0.11,0.85,KCLT,Charlotte
2014-12-20,6.7,4.4,8.9,-0.6,11.1,-11.1,26.1,1884,1931,0.03,0.1,2.38,KCLT,Charlotte
2014-12-21,8.3,5.6,10.6,-0.6,11.1,-12.2,22.8,1901,2013,0,0.1,2.19,KCLT,Charlotte
2014-12-22,5.6,3.3,7.8,-0.6,10.6,-11.7,22.2,1960,1998,0.26,0.11,2.27,KCLT,Charlotte
2014-12-23,5.6,2.8,8.3,-0.6,10.6,-13.3,22.8,1989,1990,0.29,0.11,2.12,KCLT,Charlotte
2014-12-24,11.7,7.2,15.6,-0.6,10.6,-14.4,21.7,1983,1982,0.91,0.11,1.47,KCLT,Charlotte
2014-12-25,7.2,0,13.9,-1.1,10.6,-15.6,25,1983,1955,0,0.1,2.32,KCLT,Charlotte
2014-12-26,6.1,-2.8,15,-1.1,10.6,-14.4,24.4,1983,1889,0,0.11,1.72,KCLT,Charlotte
2014-12-27,8.9,0,17.8,-1.1,10.6,-9.4,22.2,1970,1971,0,0.1,1.25,KCLT,Charlotte
2014-12-28,12.8,9.4,15.6,-1.1,10.6,-12.2,25,1925,1971,0.04,0.11,1.67,KCLT,Charlotte
2014-12-29,10.6,6.7,14.4,-1.1,10.6,-16.7,23.3,1894,1984,0.59,0.1,1.82,KCLT,Charlotte
2014-12-30,3.9,0,7.2,-1.1,10,-20.6,24.4,1880,1984,0.06,0.1,1.21,KCLT,Charlotte
2014-12-31,2.8,-2.8,7.8,-1.1,10,-17.8,21.1,1890,1996,0,0.1,2.15,KCLT,Charlotte
2015-01-01,4.4,-3.3,11.7,-1.1,10,-12.2,23.3,1928,1985,0,0.11,1.54,KCLT,Charlotte
2015-01-02,8.3,5.6,11.1,-1.1,10,-14.4,25.6,1928,1952,0.12,0.1,2.1,KCLT,Charlotte
2015-01-03,10,8.3,11.1,-1.1,10,-13.3,23.3,1887,2004,0.25,0.11,1.93,KCLT,Charlotte
2015-01-04,13.3,8.3,18.3,-1.1,10,-13.3,23.9,1887,1950,0.26,0.11,1.32,KCLT,Charlotte
2015-01-05,7.2,2.2,12.2,-1.1,10,-12.2,22.2,1920,1950,0,0.12,1.77,KCLT,Charlotte
2015-01-06,5,-4.4,13.9,-1.1,10,-15,22.8,1884,1950,0,0.11,3.45,KCLT,Charlotte
2015-01-07,-1.7,-8.9,5,-1.7,10,-14.4,25,2014,1890,0,0.12,1.76,KCLT,Charlotte
2015-01-08,-7.8,-13.3,-2.2,-1.7,10,-13.3,23.3,1970,1946,0,0.11,1.47,KCLT,Charlotte
2015-01-09,1.1,-5.6,7.2,-1.7,10,-15.6,22.2,1970,2008,0,0.11,1.91,KCLT,Charlotte
2015-01-10,-1.1,-7.2,5,-1.7,10,-15.6,24.4,1970,1949,0,0.12,2.35,KCLT,Charlotte
2015-01-11,-0.6,-9.4,7.8,-1.7,10,-17.8,25.6,1886,1949,0.08,0.12,1.78,KCLT,Charlotte
2015-01-12,5,2.8,7.2,-1.7,10,-18.3,23.9,1886,1890,0.98,0.11,2.22,KCLT,Charlotte
2015-01-13,5,1.7,8.3,-1.7,10,-16.1,23.9,1895,1960,0.04,0.12,1.68,KCLT,Charlotte
2015-01-14,1.7,-1.1,4.4,-1.7,10,-13.9,25,1912,1907,0,0.11,1.45,KCLT,Charlotte
2015-01-15,1.1,-3.3,5.6,-1.7,10,-11.1,25,1994,1907,0,0.11,0.96,KCLT,Charlotte
2015-01-16,6.1,-1.1,13.3,-1.7,10,-15,23.3,1893,1974,0,0.11,1.69,KCLT,Charlotte
2015-01-17,5,-4.4,13.9,-1.7,10.6,-15,23.9,1977,1943,0,0.11,2.38,KCLT,Charlotte
2015-01-18,9.4,2.8,16.1,-1.7,10.6,-12.2,21.7,2003,1937,0.02,0.11,2.51,KCLT,Charlotte
2015-01-19,9.4,0.6,17.8,-1.1,10.6,-14.4,20.6,1994,1929,0,0.11,2.28,KCLT,Charlotte
2015-01-20,11.7,3.9,19.4,-1.1,10.6,-18.9,21.7,1985,1951,0,0.11,1.98,KCLT,Charlotte
2015-01-21,10,2.2,17.8,-1.1,10.6,-20.6,22.8,1985,1935,0,0.11,2.28,KCLT,Charlotte
2015-01-22,5,-3.9,13.9,-1.1,10.6,-15,23.3,1970,1937,0,0.11,1.79,KCLT,Charlotte
2015-01-23,5,2.2,7.2,-1.1,10.6,-12.8,23.9,2003,1927,0.88,0.11,1.48,KCLT,Charlotte
2015-01-24,6.1,0.6,11.7,-1.1,10.6,-13.9,23.3,1963,1967,0.16,0.1,1.79,KCLT,Charlotte
2015-01-25,6.1,-2.2,13.9,-1.1,10.6,-11.7,24.4,1963,1950,0,0.11,2.27,KCLT,Charlotte
2015-01-26,7.2,2.8,11.7,-1.1,10.6,-13.3,23.9,1940,1950,0.01,0.1,1.43,KCLT,Charlotte
2015-01-27,3.9,-1.7,8.9,-1.1,11.1,-14.4,23.9,1940,1890,0,0.1,1.51,KCLT,Charlotte
2015-01-28,2.2,-5,9.4,-1.1,11.1,-15,26.1,1986,1944,0,0.11,1.27,KCLT,Charlotte
2015-01-29,3.3,-3.9,10,-1.1,11.1,-13.3,26.1,1897,2002,0,0.1,1.21,KCLT,Charlotte
2015-01-30,3.3,-3.3,9.4,-1.1,11.1,-15.6,25.6,1966,2002,0,0.11,1.13,KCLT,Charlotte
2015-01-31,1.7,-7.2,10.6,-1.1,11.1,-15.6,25,1966,1975,0,0.11,1.75,KCLT,Charlotte
2015-02-01,8.3,2.2,13.9,-0.6,11.1,-12.2,24.4,1900,1950,0.01,0.11,1.78,KCLT,Charlotte
2015-02-02,5.6,-3.3,13.9,-0.6,11.1,-12.2,26.7,1917,1989,0.39,0.11,2.3,KCLT,Charlotte
2015-02-03,1.1,-5.6,7.8,-0.6,11.7,-13.3,27.2,1917,1989,0,0.12,1.25,KCLT,Charlotte
2015-02-04,5,-2.2,11.7,-0.6,11.7,-11.7,24.4,1886,1927,0,0.11,1.93,KCLT,Charlotte
2015-02-05,4.4,-2.8,11.1,-0.6,11.7,-14.4,25.6,1886,1890,0,0.11,2,KCLT,Charlotte
2015-02-06,0,-7.8,7.2,-0.6,11.7,-10.6,26.1,1977,1927,0,0.1,2.91,KCLT,Charlotte
2015-02-07,8.3,-2.2,18.3,-0.6,11.7,-12.2,23.3,1895,1999,0,0.11,1.65,KCLT,Charlotte
2015-02-08,15,8.3,21.1,-0.6,12.2,-17.2,23.3,1895,2009,0,0.1,1.12,KCLT,Charlotte
2015-02-09,13.3,10.6,16.1,0,12.2,-14.4,25,1895,1994,0.87,0.11,1.81,KCLT,Charlotte
2015-02-10,7.2,2.8,11.7,0,12.2,-13.3,24.4,1934,1938,0.13,0.1,2.22,KCLT,Charlotte
